freq;N2;tx_site;N4;N5;programme;country;N6;N7;N8;N9;closed;N10;N11;N12;N13;station;N14;N15;N16
1476.000;t;Padova area;pd;it;Medjugorje Network;I;;;;;;;11e49/45n21;;;;;;
1476.000;i;Selvazzano Dentro;pd;it;Skate Radio;I;;;;;;;11e47/45n23;;;sporadic transmissions;;;
1485.000;c;Vicenza;vi;;;I;;;2.000;;11.09.22;;11e32/45n32;;;ex RAI Radio1 Veneto, tx dismantled;;;
1485.000;;Livorno/Castellaccio;li;it;Radio Studio X;I;;;1.000;;;;10e22/43n29;;;C-QUAM Stereo;;;
1485.000;;Terni/localitÖ San Lorenzo;tr;it;Regional Radio;I;;;0.250;;;;12e36/42n32;;;Ex Otricoli, ex 1602 kHz 0.04 kW;;;
1485.000;;Ascoli Piceno;ap;it;Radio Luce;I;;;0.200;;;160;;;;;;;
1485.000;;Belluno;bl;it;Radio Feltre Stereo;I;;;0.005;;;;12e12/46n09;;;;;;
1485.000;i;Sarego/Meledo (Meledo di Sar;vi;it;Golden Radio;I;;;;;;;11e24/45n25;;;;;;
1485.000;p;;;;Eros Radio Europe;I;;;;;;;;;;;;;
1494.000;c;Somma Vesuviana;na;it;;I;;;;;;;14e26/40n52;;;ex Radio In Somma, ex 1593 kHz;;;
1503.000;;Trieste;ts;it;Radio Diffusione Europea;I;;;1.000;;;;13e47/45n38;;;ex 1584 kHz, ex Free Radio AM, AssAM Group, max 2.5 kW, ex 0.7 kW, ex 819, 1476, 1512 kHz;;;
1503.000;c;Scafati;sa;it;;I;;;;;;;14e32/40n45;;;ex Radio Paradiso;;;
1512.000;p;Palermo;pa;;tests;I;;;0.200;;;;13e22/38n07;;;Licensed to Dabsicilia SCARL;;;
1512.000;;Perugia/Torgiano;pg;;DOT Radio;I;;;0.150;;;;12e25/43n03;;;Radio Lago Trasimeno relaying DOT Radio;;;
1512.000;c;Porto Viro;ro;it;;I;;;0.030;;;;12e13/45n01;;;ex Progressive Radio, TRP 10 Watt, PEP 30 Watt;;;
1512.000;c;Castano Primo;mi;it;;I;;;0.020;;;;08e47/45n33;;;ex Mini Radio, ex 1566 kHz;;;
1539.000;c;Pompei;na;it;;I;;;;;;;14e29/40n44;;;ex Radio Stereo 5;;;
1566.000;;Polignano a Mare;ba;it;Radio Amicizia-inBlu;I;;;1.000;;;;17e13/40n59;;;unlicensed;;;
1566.000;c;Momigno;pt;;;I;;;0.350;;;;10e48/43n58;;;ex Radio Studio X;;;
1566.000;c;Lido Adriano;ra;it;;I;;;0.250;;;;12e18/44n25;;;ex Radio Melody, C-QUAM AM Stereo;;;
1566.000;;Colli Berici;vi;it;Radio Kolbe;I;;;0.200;;;;11e34/45n20;;;reactivated in April 2020;;;
1575.000;c;Genova/Portofino;ge;it;;I;;;30.000;;11.09.22;403;09e10/44n20;;;ex RAI Radio 1, active on low power, ex 50 kW;;;
1575.000;c;Campobasso/Castello Monforte;cb;;;I;;;2.000;;11.09.22;;14e39/41n34;;;ex RAI Radio1 Molise;;;
1575.000;c;Gorizia/Piuma;go;;;I;;;2.000;;11.09.22;;13e36/45n58;;;ex RAI Radio1 Friuli Ven.Giulia;;;
1575.000;c;L'Aquila/Monte Luco;aq;;;I;;;1.000;;11.09.22;;13e22/42n20;;;ex RAI Radio1 Abruzzo;;;
1575.000;c;Nuoro/San Onofrio;nu;;;I;;;1.000;;11.09.22;;09e20/40n19;;;ex RAI Radio1 Sardegna;;;
1584.000;c;Terni/localitÖ San Lorenzo;tr;;;I;;;2.000;;11.09.22;;12e36/42n32;;;ex RAI Radio1 Umbria;;;
1584.000;;Arezzo;ar;it;Radio Studio X;I;;;1.000;;;;;;;C-QUAM Stereo;;;
1584.000;;Vicenza;vi;it;Radio Piterpan;I;;;1.000;;;;11e32/45n32;;;;;;
1584.000;i;Verona;vr;it;Radio Verona;I;;;0.100;;;;11e00/45n27;;;low power;;;
1584.000;p;Belluno;bl;it;Radio Diffusione Europea;I;;;0.050;;;;12e12/46n09;;;;;;
1584.000;p;Gualdo Tadino;pg;;Regional Radio;I;;;;;;650;;;;;;;
1584.000;i;;;it;Radio 2.0;I;;;;;;;;;;Currently inactive;;;
1593.000;c;unknown;me;it;;I;;;;;;;15e38/38n16;;;ex Gold 15-93 AM Hit Radio;;;
1602.000;c;Milano/Magenta;mi;it;;I;;;1.000;;;;08e54/45n27;50;;ex Radio Pràt-Ö-porter, ex Radio Milano, ex 927 kHz;;;
1602.000;c;Poggibonsi;si;it;;I;;;0.150;;;;11e08/43n28;;;ex Radio 3 Network, ex 0.02 kW;;;
1602.000;;Spello;pg;it;DOT Radio;I;;;0.150;;;;12e39/42n59;;;ex 0.02 kW;;;
1602.000;;Savona;sv;it;Radio Jeans;I;;;0.100;;;;;;;ex Radio CittÖ del Capo;;;
1602.000;;Bologna;bo;it;Radio a Colori;I;;;0.070;;;;11e12/44n34;;;;;;
1602.000;c;Rovigo;ro;;;I;;;0.025;;;;11e47/45n04;;;ex Crystal Radio, 1950s-1960s Oldies, received Dec2011;;;
1602.000;c;Pordenone;tv;it;;I;;;0.020;;;;12e14/45n40;;;ex RTV Radio Treviso, ex 1476 kHz;;;
1611.000;t;Villa Estense;pd;it;Gold 15-93 AM Hit Radio;I;;;;;;;11e42/45n09;;;;;;
1650.000;;Baia del Corallo;pa;;IPP Palermo Radio;I;;u;;;;;13e16/38n12;;;IPP;;;
1656.000;;Lampedusa;ag;;IQN Lampedusa Radio;I;;u;;;;;12e33/35n32;;;IQN;;;
1656.000;;Lampedusa Radio;;;IQN;I;;b;;;;;;;;SSB;;;
1667.000;;Genova/Forte Castellaccio;ge;;ICB Genova Radio;I;;u;;;;;08e56/44n26;;;ICB;;;
1680.000;;Venezia;ve;;IPN Venezia Radio;I;;u;;;;;12e19/45n26;;;IPN;;;
1716.000;;Cagliari/Quartu Sant'Elena;ca;;IDC Cagliari Radio;I;;u;;;;;09e14/39n14;;;IDC;;;
1737.000;;Trapani;tp;;Trapani Radio;I;;u;;;;;12e29/38n01;;;;;;
1764.000;;Crotone;kr;;IPC Crotone Radio;I;;u;;;;;17e08/39n05;;;IPC;;;
1772.000;;Augusta;sr;;IQA Augusta Radio;I;;u;;;;;15e14/37n14;;;IQA;;;
1773.000;;Civitavecchia;rm;;IPD Civitavecchia Radio;I;;u;;;;;11e44/42n11;;;IPD;;;
1782.000;;Mazara del Vallo;tp;;IQQ Mazara Radio;I;;u;;;;;12e35/37n39;;;IQQ;;;
1837.000;c;Monselice;pd;;IW3FZQ;I;;b;0.008;;;;11e47/45n13;;;Dipole TEST;;;
1848.000;;Trapani;tp;;Trapani Radio;I;;u;;;;;12e29/38n01;;;;;;
1852.000;;Baia del Corallo;pa;;IPP Palermo Radio;I;;u;;;;;13e16/38n12;;;IPP;;;
1852.000;;Palermo Radio;;;IPP;I;;b;;;;;;;;SSB;;;
1855.000;;San Benedetto Del Tronto Rad;;;IQP;I;;b;;;;;;;;SSB;;;
1855.000;;San Benedetto del Tronto;ap;;IQP San Benedetto del Tronto R.;I;;u;;;;;13e52/42n58;;;IQP;;;
1862.000;;Palermo;pa;;Marina Militare;I;;u;;;;;13e22/38n07;;;IPP;;;
1876.000;;Lampedusa;ag;;IQN Lampedusa Radio;I;;u;;;;;12e33/35n32;;;IQN;;;
1888.000;;Civitavecchia;rm;;IPD Civitavecchia Radio;I;;u;;;;;11e44/42n11;;;IPD;;;
1888.000;;Civitavecchia Radio;;;IPD;I;;b;;;;;;;;SSB;;;
1925.000;;Genova/Forte Castellaccio;ge;;ICB Genova Radio;I;;u;;;;;08e56/44n26;;;ICB;;;
1925.000;;Livorno Radio;;;IPL;I;;b;;;;;;;;SSB;;;
2182.000;;Ancona Radio;;;IPA;I;;b;;;;;;;;SSB;;;
2187.500;;?uba;;;Roma Radio;I;;2;;;;;13e47/45n39;;;2014 729L MMSI 2470001;;;
2187.500;;Ancona Radio;;;2470119;I;;b;;;;;;;;;;;
2187.500;;Augusta;sr;;2470120;I;;b;;;;;15e14/37n14;;;;;;
2187.500;;Bari/Ceglie del Campo;ba;;2470121;I;;b;;;;;16e52/41n04;;;;;;
2187.500;;Cinisi / Punta Raisi;pa;;2470002;I;;b;;;;;13e07/38n11;;;;;;
2187.500;;Civitavecchia Radio;;;2470123;I;;b;;;;;;;;;;;
2187.500;;Crotone;kr;;2470124;I;;b;;;;;17e08/39n05;;;;;;
2187.500;;Elmas;ca;;2470122;I;;b;;;;;09e07/39n14;;;;;;
2187.500;;Genova/Forte Castellaccio;ge;;2470125;I;;b;;;;;08e56/44n26;;;;;;
2187.500;;Mazara del Vallo;tp;;2470128;I;;b;;;;;12e35/37n39;;;;;;
2187.500;;Napoli;na;;2470130;I;;b;;;;;14e15/40n50;;;;;;
2187.500;;Palermo Radio;;;Palermo Radio;I;;2;;;;;13e07/38n11;;;2014 721L MMSI 2470002;;;
2187.500;;Porto Torres Radio;;;2470133;I;;b;;;;;;;;;;;
2187.500;;Trieste;ts;;2470135;I;;b;;;;;13e47/45n38;;;;;;
2187.500;;unknown;rm;;2470001;I;;b;;;;;12e40/41n46;;;;;;
2221.000;;Roma;rm;;Marina Militare;I;;u;;;;;12e29/41n54;;;IDQ;;;
2291.000;;Roma;rm;;Marina Militare;I;;u;;;;;12e29/41n54;;;IDQ;;;
2463.000;;Roma;rm;;Marina Militare;I;;r;;;;;12e29/41n54;;;IGJ/IDR;;;
2467.000;;Roma;rm;;Marina Militare;I;;r;;;;;12e29/41n54;;;IDR;;;
2579.000;;Bari/Ceglie del Campo;ba;;IPB;I;;b;;;;;16e52/41n04;;;SSB;;;
2579.000;;Bari/San Giorgio;ba;;IPB Bari Radio;I;;u;;;;;16e57/41n06;;;IPB;;;
2591.000;;Livorno/Castellaccio;li;;IPL Livorno Radio;I;;u;;;;;10e22/43n29;;;IPL;;;
2600.000;;Mazara del Vallo;tp;;IQQ Mazara Radio;I;;u;;;;;12e35/37n39;;;IQQ;;;
2600.000;;Mazara del Vallo Radio;;;IQQ;I;;b;;;;;;;;SSB;;;
2624.000;;Trieste;ts;;IQX;I;;b;;;;;13e47/45n38;;;SSB;;;
2624.000;;Trieste/Monte Radio;ts;;IQX Trieste Radio;I;;u;;;;;13e46/45n40;;;IQX;;;
2628.000;;Augusta;sr;;IQA Augusta Radio;I;;u;;;;;15e14/37n14;;;IQA;;;
2628.000;;Augusta;sr;;IQA;I;;b;;;;;15e14/37n14;;;SSB;;;
2632.000;;Napoli;na;;IQH Napoli Radio;I;;u;;;;;14e19/41n00;;;IQH;;;
2642.000;;Genova/Forte Castellaccio;ge;;ICB Genova Radio;I;;u;;;;;08e56/44n26;;;ICB;;;
2642.000;;Genova/Forte Castellaccio;ge;;ICB;I;;b;;;;;08e56/44n26;;;SSB;;;
2648.000;;Augusta;sr;;IQA;I;;b;;;;;15e14/37n14;;;;;;
2656.000;;Ancona;an;;IPA Ancona Radio;I;;u;;;;;13e28/43n36;;;IPA;;;
2656.000;;Ancona Radio;;;IPA;I;;b;;;;;;;;SSB;;;
2663.000;;Crotone;kr;;IPC Crotone Radio;I;;u;;;;;17e08/39n05;;;IPC;;;
2663.000;;Crotone;kr;;IPC;I;;b;;;;;17e08/39n05;;;SSB;;;
2680.000;;Cagliari/Quartu Sant'Elena;ca;;IDC Cagliari Radio;I;;u;;;;;09e14/39n14;;;IDC;;;
2680.000;;Elmas;ca;;IDC;I;;b;;;;;09e07/39n14;;;SSB;;;
2719.000;;Porto Torres;ss;;IZN Porto Torres Radio;I;;u;;;;;08e25/40n50;;;IZN;;;
2719.000;;Porto Torres Radio;;;IZN;I;;b;;;;;;;;SSB;;;
2722.000;;Genova/Forte Castellaccio;ge;;ICB Genova Radio;I;;u;;;;;08e56/44n26;;;ICB;;;
2759.000;;Bari/San Giorgio;ba;;IPB Bari Radio;I;;u;;;;;16e57/41n06;;;IPB;;;
2789.000;;Messina;me;;IDF Messina Radio;I;;u;;;;;15e34/38n11;;;IDF;;;
2789.000;;Messina;me;;IDF;I;;b;;;;;15e34/38n11;;;;;;
2806.000;;Augusta;sr;;IGJ41 Marina Militare;I;;r;;;;;15e13/37n13;;;IGJ41;;;
3172.500;t;Roma;rm;;Roma Metro;I;;r;;;;;12e29/41n54;;;IBM;;;
3569.000;;Monselice (PD);pd;;IZ3DVW;I;;b;;;;;11e47/45n13;;;;;;
3575.000;;Treviso;;;IZ3NYT;I;;b;0.000;;;;11e52/45n19;;;2012 1L;;;
3577.000;;Monselice (PD);pd;;IZ3DVW;I;;b;0.000;;;;11e47/45n13;;;2014 51L;;;
3579.500;;Cerano;;;IK1HGI;I;;b;;;;;08e47/45n26;;;2014 53L;;;
3582.000;;;;;IZ3DVW;I;;b;;;;;;;;;;;
4207.500;;?uba;;;Roma Radio;I;;2;;;;;13e47/45n39;;;2013 1L MMSI 2470001;;;
4207.500;;Trieste;ts;;2470001;I;;b;;;;;13e47/45n38;;;;;;
4225.700;;Roma;rm;;IDR;I;;b;;;;;12e29/41n54;;;STANAG;;;
5000.000;c;Torino/Torre Bert;to;;;I;;;0.100;;;;07e42/45n03;;;ex IBF, 20 w carrier and 100 w peak, QSL via QSL@radiomaria.org;;;
6218.200;;Lago Patria / Napoli;;;NSS;I;;b;;;;;;;;STANAG;;;
6218.200;;Napoli;na;;IDN;I;;b;;;;;14e15/40n50;;;STANAG;;;
6331.200;;Roma;rm;;IDR;I;;b;;;;;12e29/41n54;;;STANAG;;;
7000.400;;Novara;;;IZ1ONC;I;;b;;;;;08e42/45n29;;;2014 1L;;;
7000.700;;Avenza;;;I5NQK;I;;b;;;;;10e02/44n04;;;2013 1L;;;
7000.800;;Buia Udine;;;IV3RJH;I;;b;;;;;13e07/46n11;;;2013 1L;;;
7023.500;;Colfelice;;;IZ0CCD;I;;b;;;;;13e37/41n34;;;2014 1L;;;
7024.500;;Rovigo;;;IW3FZQ;I;;b;;;;;11e47/45n04;;;Temporary Beacon;;;
7036.000;;;;;IS0FFU;I;;b;;;;;;;;VVV DE IS0FFU/Bslow cw;;;
7038.000;;Brescia;;;I2QIL;I;;b;;;;;10e12/45n34;;;2013 1L;;;
7039.000;;Near Monselice;pd;;IZ3DVW;I;;b;0.000;;;;11e47/45n13;;;2013 8L;;;
7039.000;;Cerano;;;IK1HGI;I;;b;;;;;08e42/45n26;;;VVV IK1HGI/B QRSS3 100 MW;;;
7080.500;;Torre Bert (TO);;;I1YRB;I;;b;0.000;;;;07e42/45n04;;;QRSS3 / CW;;;
8123.200;;Napoli;na;;IDN;I;;b;;;;;14e15/40n50;;;STANAG;;;
8213.200;;Napoli;na;;IDN;I;;b;;;;;14e15/40n50;;;STANAG;;;
8428.200;;Roma;rm;;IDR;I;;b;;;;;12e29/41n54;;;STANAG;;;
8675.000;;Roma Radio;;;IAR;I;;b;;;;;;;;;;;
9610.000;c;Nauen;;;;I;;;125.000;;;;;;;ex Obiettivo DX;;;
9670.000;c;Roma/Prato Smeraldo;rm;;;I;;;100.000;;;;12e31/41n48;;;ex RAI Radio1;;;
10000.000;c;Corsanico-Bargecchia;lu;it;;I;;;0.090;;;;10e18/43n55;10;;ex Assoc. Amici di Italcable, experimental time signal, inverted v dipole;;;
10122.000;;Venezia Eugenea;;;II3CZ;I;;b;;;;;;;;;;;
10131.000;;Marta (VT);;;IK0OZK;I;;b;0.005;;;;;;;;;;
10137.000;;Postalesio;;;IQ2UL;I;;b;;;;;13e52/44n11;;;2014 4L;;;
10137.200;;Rovigo, North Italy;pd;;IK3NWX;I;;b;0.002;;;;11e47/45n13;;;2014 110L;;;
10138.700;;Albenga (SV);sv;;IK1WVQ;I;;b;;;;;08e12/44n04;;;;;;
10138.700;;Como;co;;IK2AOS;I;;b;;;;;09e05/45n47;;;;;;
10139.000;;Treviso;;;IZ3NYT;I;;b;;;;;11e52/45n19;;;2014 4L;;;
10139.200;;Cassin School;fr;;IZ0NHW;I;;b;0.000;;;;13e47/41n28;;;2010 1L;;;
10139.500;c;Cerano (NO);no;;IK1HGI;I;;b;0.000;;;;08e42/45n26;;;2014 3L;;;
10139.500;;Torre Bert (TO);;;I1YRB;I;;b;;;;;07e42/45n04;;;QRSS / CW;;;
10140.000;;Imperia;;;IW1QLH;I;;b;;;;;08e02/43n54;;;2013 1L;;;
10140.000;;;;;IK6FXR;I;;b;;;;;;;;;;;
10140.000;;;;;IV3BXY;I;;b;;;;;;;;;;;
10140.000;;;;;IZ4KBS;I;;b;;;;;;;;;;;
10140.100;;San Donato;mi;;IQ2DP;I;;b;0.000;;;;09e17/45n23;;;2013 1L;;;
10140.100;;Ponzano Romano;;;IK0DMQ;I;;b;;;;;12e32/42n16;;;2013 1L;;;
10142.000;;;;;IT9LBK;I;;b;;;;;;;;;;;
10149.700;c;Torre del Greco;na;;IZ8BZX;I;;b;0.000;;;;14e22/40n46;;;whip Omni QRSS EXP;;;
10150.000;c;Firenze;fi;;IZ5ILH;I;;b;0.002;;;;11e17/43n46;;;?;;;
10368.865;;MONTEBELLUNA;;;I3EME;I;;b;;;;;;;;;;;
10942.500;c;Sigonella;ct;;;I;;u;3.000;;;;14e55/37n24;;;ex AFN, AFRTS Relay;;;
12313.200;;Italian Navy Napoli;;;IDN;I;;b;;;;;;;;STANAG;;;
12602.500;c;Ciampino (RM);rm;;IAR;I;;b;;;;;12e32/41n51;;;;;;
14003.000;;Cerano;;;IK1HGI;I;;b;0.000;;;;08e42/45n26;;;2013 3L;;;
14020.000;c;Brescia;bs;;I2QIL;I;;b;;;;;10e12/45n33;;;?;;;
14097.600;;San Martino di Venezze;ro;;IW3ICH;I;;b;;;;;11e52/45n08;;;2013 24L;;;
14099.000;;Roma;rm;;IZ0HCC;I;;b;0.000;;;;12e27/41n48;;;2014 94L;;;
14099.500;;Bubbiano;;;IW2MXP;I;;b;;;;;09e02/45n19;;;2014 88L;;;
14101.000;c;near Mezzolombardo;tn;;IN3UFW;I;;b;;;;;11e07/46n13;;;?;;;
14103.000;c;Verzegnis;ud;;IV3VOU;I;;b;;;;;12e57/46n23;;;?;;;
14161.000;;Torino/Torre Bert;to;;I1YRB;I;;b;0.000;;;;07e42/45n03;;;2013 2L;;;
15000.000;c;Corsanico-Bargecchia;lu;;;I;;;0.090;;;;10e18/43n55;;;ex Assoc. Amici di Italcable, experimental time signal, inverted v dipole;;;
18068.000;c;Montefelcino;pu;;IK6BAK;I;;b;0.005;;;;12e52/43n43;;;Inverted V;;;
18095.900;;Buia Udine;;;IV3RJH;I;;b;;;;;13e07/46n11;;;2013 1L;;;
18102.000;c;Bordighera;im;;I1M;I;;b;0.010;;;;07e42/43n48;;;5/8 Vert Omni A1 24;;;
18108.050;;Cerano;;;IK1HGI;I;;b;;;;;08e42/45n26;;;2014 6L;;;
18109.000;;Verona;vr;;IQ3VO;I;;b;0.005;;;;10e57/45n28;;;2011 4L;;;
18112.400;c;Latina;lt;;IQ0LT;I;;b;;;;;12e52/41n28;;;?;;;
21145.500;;Monselice (PD);pd;;IZ3DVW;I;;b;0.002;;;;11e47/45n13;;;2014 18L;;;
21149.500;c;near Catania;ct;;IW9HMQ;I;;b;;;;;15e02/37n33;;;wkend;;;
21151.000;;Bordighera;im;;I1M;I;;b;0.010;;;;07e42/43n48;;;Vertical 5/8th;;;
21155.500;c;Latina;lt;;IQ0LT;I;;b;;;;;12e52/41n28;;;?;;;
21241.500;;Torre Bert;to;;I1YRB;I;;b;0.000;;;;07e42/45n03;;;2013 1L;;;
24915.000;c;Fano;pu;;IK6BAK;I;;b;0.010;;;;13e02/43n51;;;Inverted V;;;
24920.000;;Bologna;bo;;IY4M;I;;b;0.020;;;;11e22/44n26;;;2009 2L;;;
24990.000;c;Torre Bert;to;;I1YRB;I;;b;0.000;;;;07e42/45n03;;;Vertical Omni QRSS3 24;;;
26000.000;c;Andrate/Croce Serra;to;;;I;;d;0.250;;;;07e54/45n31;;;ex Radio Maria;;;
26010.000;c;Andrate/Croce Serra;to;;;I;;d;0.250;;;;07e54/45n31;;;ex Radio Maria;;;
28147.500;c;Roma;rm;;IW0CPK;I;;b;0.001;;;;12e27/41n53;;;?;;;
28152.000;c;Rieti;ri;;IW0DQJ;I;;b;0.002;;;;13e42/41n53;;;Dipole A1 ?;;;
28171.000;;Cravanzana;;;IW1AVR;I;;b;;;;;;;;;;;
28173.000;;27 km NE of Torino;to;;IZ1EPM;I;;b;0.010;;;;07e52/45n08;;;2014 64L;;;
28177.000;;Aquila di Giaveno;;;IW1AVR;I;;b;0.012;;;;;;;;;;
28178.400;;Sora;;;IQ0GV;I;;b;0.004;;;;13e37/41n44;;;2011 6L;;;
28180.000;;Bordighera;im;;I1M;I;;b;0.020;;;;07e42/43n48;;;5/20w 2 x 5/8th Vertical;;;
28180.000;;Chiavari;;;IK1PCD;I;;b;;;;;;;;;;;
28185.000;c;Cozzo Cervello;;;I8EMG;I;;b;;;;;;;;;;;
28185.500;;Rivarolo;;;IQ1GP;I;;b;;;;;07e42/45n19;;;2010 1L;;;
28193.000;;Giustina;;;IK3OTW;I;;b;;;;;;;;;;;
28194.000;;Fidenza;;;IW4IER;I;;b;;;;;;;;;;;
28194.070;;FIDENZA;;;IW4EIR;I;;b;;;;;;;;Keying IW4IER per http://www.dl8wx.de/baken_kw.htm;;;
28195.000;;Bologna;bo;;IY4M;I;;b;0.020;;;;11e22/44n26;;;5/8th Ground Plane;;;
28197.000;;Santa Giustina;;;IK3OTW;I;;b;;;;;;;;;;;
28200.000;;Sant Agnello;;;IK8SQQ;I;;b;;;;;;;;;;;
28208.000;;S. Lucia Del Piave;tv;;IZ3LCJ;I;;b;0.005;;;;12e17/45n51;;;2011 11L;;;
28218.000;;Carrara;;;IQ5MS;I;;b;;;;;10e02/44n01;;;2014 23L;;;
28219.000;c;Monte Verrugoli;sp;;IQ1SP;I;;b;0.003;;;;09e47/44n06;;;Vertical;;;
28219.000;;Solbiate Olona;va;;IW2DZX;I;;b;0.000;;;;08e52/45n38;;;2011 4L;;;
28222.000;;Castel Madama;rm;;IZ0KBA;I;;b;0.001;;;;12e52/41n58;;;2014 29L;;;
28223.300;;Catanzaro;;;IOKNQ;I;;b;;;;;16e32/38n51;;;2010 1L;;;
28225.000;;Brindisi (BR);br;;IK7LMX;I;;b;;;;;18e02/40n36;;;;;;
28225.100;;Catania;ct;;IT9EJW;I;;b;0.003;;;;15e07/37n33;;;24;;;
28225.500;;near Orbassano;to;;IW1EGO;I;;b;;;;;07e32/45n01;;;2013 2L;;;
28227.000;c;Catania;;;IT9EJW;I;;b;0.003;;;;15e07/37n34;;;QSY;;;
28227.500;;Rovigo;pd;;IW3FZQ;I;;b;0.005;;;;11e47/45n13;;;2014 58L;;;
28229.000;;Turi / Bari;;;IZ7DMT;I;;b;0.003;;;;17e02/40n56;;;2014 2L;;;
28230.000;;Catanzaro;cz;;IQ8CZ;I;;b;0.010;;;;16e37/38n53;;;RX: 28229.6 - ANT: GP;;;
28233.000;c;Genzano di Roma;rm;;I0KNQ;I;;b;0.002;;;;12e27/41n51;;;Turnstile Omni A1 24;;;
28233.300;;Roma;rm;;I0KNQ;I;;b;;;;;12e27/41n51;;;2014 12L;;;
28240.000;;Agropoli;sa;;IZ8RVA;I;;b;0.006;;;;14e57/40n21;;;A1;;;
28240.000;c;Roma;rm;;I0KNQ;I;;b;0.003;;;;12e27/41n51;;;New freq ?;;;
28242.200;;Napoli;na;;IZ8DXB;I;;b;0.006;;;;14e57/40n33;;;2014 23L;;;
28244.800;c;Messina;me;;IT9DTV;I;;b;0.008;;;;15e32/38n08;;;GP Omni A1 24;;;
28245.000;;Messina;;;IT9DTU;I;;b;0.008;;;;15e32/38n09;;;2010 3L;;;
28246.000;;Vittorio Veneto;tv;;IQ3VV;I;;b;;;;;12e17/45n58;;;;;;
28260.000;;Salerno;sa;;IQ8BB;I;;b;;;;;14e47/40n41;;;;;;
28295.500;;Cassino;fr;;IZ0CWW;I;;b;0.003;;;;13e47/41n28;;;2014 40L;;;
28300.000;;Pescara;pe;;IK6ZEW;I;;b;0.000;;;;14e12/42n26;;;2011 3L;;;
28300.100;c;Roma;rm;;IW0HBY;I;;b;0.010;;;;12e17/41n31;;;?;;;
28321.000;;Pignola (PZ);pz;;IZ8HUJ;I;;b;0.000;;;;15e47/40n33;;;2010 2L;;;
28321.000;;near Trento;tn;;IN3KLQ;I;;b;0.000;;;;11e27/46n16;;;2012 9L;;;
28321.000;;Torre Bert;to;;I1YRB;I;;b;0.000;;;;07e42/45n03;;;2010 1L;;;
28321.000;c;Casarza Lig;ge;;IU1KQE;I;;b;0.000;;;;09e27/44n16;;;Vertical Omni QRSS3 24;;;
28321.000;c;Vittorio Veneto;tv;;IQ3QR/B;I;;b;0.000;;;;12e17/45n58;;;INACTIVE;;;
28321.200;c;Cagliari;ca;;IS0GOV;I;;b;0.000;;;;09e07/39n13;;;Vertical Omni QRSS3 24;;;
28321.200;;Caerano di San Marco;;;IW3HKP;I;;b;;;;;12e02/42n46;;;2009 2L;;;
28321.500;;Tencarola (PD);pd;;I3GNQ;I;;b;0.000;;;;11e47/45n23;;;2013 10L;;;
28321.700;c;Ferrara;fe;;IW4EMG;I;;b;0.000;;;;11e27/44n51;;;QRSS3 24;;;
28321.800;;near La Spezia;sp;;IZ1TAA;I;;b;0.000;;;;10e02/44n06;;;Ex I1DFS QRSS-3 100mW dipole NW;;;
28321.800;c;near Chiavari;ge;;I1SXT;I;;b;;;;;09e17/44n18;;;?;;;
28321.850;c;Aprilia;lt;;IK0IXI;I;;b;0.000;;;;13e47/42n03;;;Dipole@30m NE/SW A1/F1 24;;;
28321.900;;Cosenza;cs;;IZ8JFA;I;;b;0.000;;;;16e12/39n18;;;2013 2L;;;
28321.940;c;near Acireale;ct;;IW9BAJ;I;;b;0.001;;;;15e07/37n36;;;QRSS3 24;;;
28322.000;;Civitavecchia;rm;;IW0HK;I;;b;0.001;;;;11e52/42n08;;;2013 13L;;;
28322.000;;Viagran di Catania;;;IW9BAJ;I;;b;0.001;;;;15e07/37n36;;;2009 1L;;;
28322.000;;Canicatti;;;IT9YAF;I;;b;0.000;;;;13e52/37n21;;;2009 1L;;;
28322.000;;Sant'agata Militello;;;IW9ANR;I;;b;;;;;14e37/38n04;;;2014 2L;;;
28322.010;c;Davagna-Genova;ge;;IW1QIF;I;;b;0.000;;;;08e57/44n28;;;Long Wire QRSS3 24;;;
28322.040;c;Canicattç;ag;;IT9YAF;I;;b;0.000;;;;13e52/37n21;;;Vertical Omni QRSS3 24;;;
28322.050;c;Trecate;no;;IK1HGI;I;;b;0.000;;;;08e42/45n26;;;Dipole NNW/SSE QRSS3 24;;;
28322.080;c;near Cagliari;ca;;IS0GSR;I;;b;0.000;;;;08e42/39n33;;;Dipole N-S QRSS3 24;;;
28322.100;;San Gavino;;;IS0GSR;I;;b;0.000;;;;08e47/39n34;;;QRSS3;;;
28322.110;c;Salerno;sa;;IK8YTN;I;;b;0.000;;;;14e57/40n16;;;Inv V E-W QRSS3 24;;;
28322.140;;Casino;;;IZ0ANE;I;;b;;;;;13e47/41n29;;;2014 5L;;;
28322.200;;Sansepolcro;;;IZ5ILK;I;;b;0.000;;;;12e07/43n34;;;2013 2L;;;
28322.200;;Roma;rm;;IZ0HCC;I;;b;0.000;;;;12e27/41n48;;;2009 1L;;;
28322.200;c;Salerno;sa;;IK8SUT;I;;b;0.000;;;;14e47/40n41;;;Inv V E-W QRSS3 24;;;
28322.200;c;near Bari;ba;;IW7DEC;I;;b;0.000;;;;16e32/41n13;;;1/2 Vert Omni QRSS3 24;;;
28322.320;c;Trapani;tp;;IW9FRA;I;;b;0.000;;;;12e37/38n01;;;Dipole N-S QRSS3 24;;;
28322.400;;Nanto;;;IQ3QR;I;;b;;;;;11e57/45n44;;;2013 2L;;;
